url,status_code,response_time,response_statement
https://www.google.co.in/,200,0.49320435523986816,Success
https://www.google.co.in/intl/en/policies/privacy/,200,0.4703052043914795,Success
https://play.google.com/?hl=en&tab=w8,200,1.0767889022827148,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=ml&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAw,200,1.1274054050445557,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=pa&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCA0,200,1.064441442489624,Success
http://www.google.co.in/history/optout?hl=en,200,1.740675687789917,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=te&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAc,200,1.0592663288116455,Success
https://accounts.google.com/ServiceLogin?hl=en&passive=true&continue=https://www.google.co.in/&ec=GAZAAQ,200,0.8182001113891602,Success
https://www.google.co.in/intl/en/policies/terms/,200,0.513939619064331,Success
https://mail.google.com/mail/?tab=wm,200,1.6863086223602295,Success
https://maps.google.co.in/maps?hl=en&tab=wl,200,1.3707385063171387,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=ta&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAk,200,1.0525643825531006,Success
https://www.google.co.in/setprefdomain?prefdom=US&sig=K_lxCI5BPiCcWcAeL17bPJUf83K-k%3D,200,0.7032933235168457,Success
https://www.google.co.in/preferences?hl=en,200,0.8247559070587158,Success
https://www.google.co.in/imghp?hl=en&tab=wi,200,0.34876132011413574,Success
https://www.google.co.in/intl/en/ads/,200,0.8687219619750977,Success
https://www.youtube.com/?gl=IN&tab=w1,200,1.1950204372406006,Success
https://www.google.co.in/intl/en/about/products?tab=wh,200,0.9023087024688721,Success
https://www.google.co.in/intl/en/about.html,200,0.6781148910522461,Success
https://news.google.com/?tab=wn,200,0.6271929740905762,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=bn&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAY,200,0.8850123882293701,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=hi&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAU,200,0.7975654602050781,Success
http://www.google.co.in/services/,200,0.3763089179992676,Success
https://www.google.co.in/advanced_search?hl=en-IN&authuser=0,200,0.6860003471374512,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=gu&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAo,200,0.8225204944610596,Success
https://drive.google.com/?tab=wo,200,0.916008472442627,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=kn&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAs,200,0.7722713947296143,Success
https://www.google.co.in/setprefs?sig=0_fubSz0FrwaOMKM799fAhBi_-rnA%3D&hl=mr&source=homepage&sa=X&ved=0ahUKEwivvOrzqKf2AhWJPJQKHWNHCRIQ2ZgBCAg,200,0.8273704051971436,Success
